datetime,impact.level,sum.of.downtime.hours,users.impacted,App.A,App.B,App.C,App.D,App.E,platform,company.accountability,summary,resolution,root.cause,transformed_downtime_hours,new_impact_level
2023-03-17 09:00:00,1,2.810964304151688,77,1,0,1,0,1,1,0,Minor performance issues detected. Issue primarily affected desktop users.,Rebooted affected servers and monitored performance. Ensured desktop application stability.,Routine maintenance caused minor disruptions.,1.7578579175523736,0
2023-07-18 00:00:00,3,2.8112737029331103,129,0,1,0,0,0,2,1,Minor performance issues detected. Issue primarily affected mobile users.,Rebooted affected servers and monitored performance. Ensured mobile application stability.,Routine maintenance caused minor disruptions.,1.6486586255873816,0
2023-04-05 00:00:00,2,2.816202784979068,99,1,0,1,1,0,1,0,Minor performance issues detected. Issue primarily affected desktop users.,Rebooted affected servers and monitored performance. Ensured desktop application stability.,Routine maintenance caused minor disruptions.,1.8245492920510455,0
2023-10-01 09:00:00,1,2.818761106941857,68,0,1,0,0,1,2,0,Minor performance issues detected. Issue primarily affected mobile users.,Rebooted affected servers and monitored performance. Ensured mobile application stability.,Routine maintenance caused minor disruptions.,1.4816045409242156,0
2023-08-21 15:00:00,2,2.8219482628531245,100,1,0,1,0,0,0,0,Service interruption due to unexpected load. Issue primarily affected API endpoints.,Scaled up resources and mitigated load. Ensured API service stability.,Sudden spike in user activity overwhelmed the system.,1.9315214116032136,0
2023-02-23 15:00:00,0,2.82512486149173,25,1,0,1,0,0,1,0,Minor performance issues detected. Issue primarily affected desktop users.,Rebooted affected servers and monitored performance. Ensured desktop application stability.,Routine maintenance caused minor disruptions.,1.7749523509116738,0
2023-04-13 03:00:00,1,2.829930220779811,69,0,1,1,0,0,1,0,Service interruption due to unexpected load. Issue primarily affected desktop users.,Scaled up resources and mitigated load. Ensured desktop application stability.,Sudden spike in user activity overwhelmed the system.,1.8562979903656265,0
2023-12-29 18:00:00,1,2.8409751818331275,54,1,0,1,0,0,2,0,Service interruption due to unexpected load. Issue primarily affected mobile users.,Scaled up resources and mitigated load. Ensured mobile application stability.,Sudden spike in user activity overwhelmed the system.,1.547562508716013,0
2023-04-03 01:00:00,3,2.84467319843286,181,1,0,1,1,1,1,1,Significant downtime affecting multiple services. Issue primarily affected desktop users.,Coordinated with multiple teams to restore services. Ensured desktop application stability.,Critical component failure in data center.,1.7404661748405044,0
2023-06-10 00:00:00,1,2.848429727634901,74,0,0,1,1,1,2,0,Significant downtime affecting multiple services. Issue primarily affected mobile users.,Coordinated with multiple teams to restore services. Ensured mobile application stability.,Critical component failure in data center.,1.1939224684724346,0
2023-06-01 03:00:00,1,2.853910588689868,89,1,0,1,1,1,0,0,Service interruption due to unexpected load. Issue primarily affected API endpoints.,Scaled up resources and mitigated load. Ensured API service stability.,Sudden spike in user activity overwhelmed the system.,1.62924053973028,0
2023-02-27 13:00:00,0,2.869414556754609,56,1,1,1,1,1,1,0,Minor performance issues detected. Issue primarily affected desktop users.,Rebooted affected servers and monitored performance. Ensured desktop application stability.,Routine maintenance caused minor disruptions.,1.7047480922384253,0
2023-06-15 00:00:00,3,2.872258319075576,201,0,0,1,0,1,1,1,Minor performance issues detected. Issue primarily affected desktop users.,Rebooted affected servers and monitored performance. Ensured desktop application stability.,Routine maintenance caused minor disruptions.,2.174751721484161,0
2023-09-20 00:00:00,2,2.8832091456361257,121,1,0,0,1,1,2,1,Service interruption due to unexpected load. Issue primarily affected mobile users.,Scaled up resources and mitigated load. Ensured mobile application stability.,Sudden spike in user activity overwhelmed the system.,1.9021075263969205,0
2023-03-03 20:00:00,1,2.889681051257323,72,1,1,1,1,1,0,0,Significant downtime affecting multiple services. Issue primarily affected API endpoints.,Coordinated with multiple teams to restore services. Ensured API service stability.,Critical component failure in data center.,1.9878743481543453,0
2024-01-18 02:00:00,1,2.905677432960234,66,0,1,1,1,1,1,0,Minor performance issues detected. Issue primarily affected desktop users.,Rebooted affected servers and monitored performance. Ensured desktop application stability.,Routine maintenance caused minor disruptions.,1.7578579175523736,0
2024-01-09 18:00:00,2,2.9088973983899997,115,1,1,1,0,1,2,1,Minor performance issues detected. Issue primarily affected mobile users.,Rebooted affected servers and monitored performance. Ensured mobile application stability.,Routine maintenance caused minor disruptions.,1.9878743481543453,0
2023-12-05 00:00:00,2,2.9108844816822805,121,1,1,0,1,0,1,1,Significant downtime affecting multiple services. Issue primarily affected desktop users.,Coordinated with multiple teams to restore services. Ensured desktop application stability.,Critical component failure in data center.,2.0149030205422647,0
2024-01-04 15:00:00,1,2.9143052872366617,61,1,1,1,0,1,2,0,Service interruption due to unexpected load. Issue primarily affected mobile users.,Scaled up resources and mitigated load. Ensured mobile application stability.,Sudden spike in user activity overwhelmed the system.,1.9459101490553128,0
2024-01-04 14:00:00,0,2.9176105533123944,67,1,1,1,1,1,0,0,Service interruption due to unexpected load. Issue primarily affected API endpoints.,Scaled up resources and mitigated load. Ensured API service stability.,Sudden spike in user activity overwhelmed the system.,1.9315214116032136,0
2023-05-14 16:00:00,3,2.92371564613518,162,1,1,1,1,1,1,1,Service interruption due to unexpected load. Issue primarily affected desktop users.,Scaled up resources and mitigated load. Ensured desktop application stability.,Sudden spike in user activity overwhelmed the system.,2.128231705849268,0
2024-01-15 15:00:00,2,2.9319766514044168,143,1,1,1,1,1,1,1,Minor performance issues detected. Issue primarily affected desktop users.,Rebooted affected servers and monitored performance. Ensured desktop application stability.,Routine maintenance caused minor disruptions.,1.8718021769015916,0
2023-12-28 17:00:00,1,2.935889307831685,72,1,1,1,0,0,0,0,Service interruption due to unexpected load. Issue primarily affected API endpoints.,Scaled up resources and mitigated load. Ensured API service stability.,Sudden spike in user activity overwhelmed the system.,1.7227665977411035,0
2023-03-10 01:00:00,2,2.942981065594616,126,1,1,1,1,1,2,1,Minor performance issues detected. Issue primarily affected mobile users.,Rebooted affected servers and monitored performance. Ensured mobile application stability.,Routine maintenance caused minor disruptions.,1.916922612182061,0
2023-03-30 00:00:00,0,2.9611276456657625,43,1,1,0,0,1,1,0,Minor performance issues detected. Issue primarily affected desktop users.,Rebooted affected servers and monitored performance. Ensured desktop application stability.,Routine maintenance caused minor disruptions.,1.4350845252893227,0
2023-12-16 00:00:00,0,2.984588869016092,39,1,0,0,0,1,2,0,Significant downtime affecting multiple services. Issue primarily affected mobile users.,Coordinated with multiple teams to restore services. Ensured mobile application stability.,Critical component failure in data center.,1.4350845252893227,0
2023-12-31 17:00:00,3,3.018983769947896,162,1,1,1,1,0,1,1,Service interruption due to unexpected load. Issue primarily affected desktop users.,Scaled up resources and mitigated load. Ensured desktop application stability.,Sudden spike in user activity overwhelmed the system.,1.916922612182061,0
2023-05-16 07:00:00,3,3.020009666873633,192,1,0,1,0,0,1,1,Significant downtime affecting multiple services. Issue primarily affected desktop users.,Coordinated with multiple teams to restore services. Ensured desktop application stability.,Critical component failure in data center.,1.7404661748405044,0
2023-09-14 00:00:00,0,3.028186042123002,50,1,0,1,1,1,1,0,Minor performance issues detected. Issue primarily affected desktop users.,Rebooted affected servers and monitored performance. Ensured desktop application stability.,Routine maintenance caused minor disruptions.,1.252762968495368,0
2023-05-20 10:00:00,2,3.0287349581835614,134,1,1,1,0,1,2,1,Minor performance issues detected. Issue primarily affected mobile users.,Rebooted affected servers and monitored performance. Ensured mobile application stability.,Routine maintenance caused minor disruptions.,2.1041341542702074,0
2023-03-19 14:00:00,1,3.029443536276564,72,1,1,1,1,1,2,0,Minor performance issues detected. Issue primarily affected mobile users.,Rebooted affected servers and monitored performance. Ensured mobile application stability.,Routine maintenance caused minor disruptions.,1.7749523509116738,0
2023-08-19 15:00:00,2,3.031026662142149,123,1,1,1,0,0,1,1,Major outage impacting all users. Issue primarily affected desktop users.,Executed disaster recovery protocols and restored service. Ensured desktop application stability.,Natural disaster led to prolonged service outage.,1.410986973710262,0
2023-09-02 00:00:00,1,3.037304427555268,95,1,1,1,1,1,2,0,Minor performance issues detected. Issue primarily affected mobile users.,Rebooted affected servers and monitored performance. Ensured mobile application stability.,Routine maintenance caused minor disruptions.,1.7047480922384253,0
2023-06-21 00:00:00,1,3.038915204011091,81,1,1,1,1,0,2,0,Minor performance issues detected. Issue primarily affected mobile users.,Rebooted affected servers and monitored performance. Ensured mobile application stability.,Routine maintenance caused minor disruptions.,1.5686159179138452,0
2024-02-05 07:00:00,2,3.0396533455974883,108,0,1,1,0,0,0,1,Minor performance issues detected. Issue primarily affected API endpoints.,Rebooted affected servers and monitored performance. Ensured API service stability.,Routine maintenance caused minor disruptions.,1.7227665977411035,0
2023-03-27 08:00:00,1,3.0416002075019195,88,1,1,1,1,1,2,0,Significant downtime affecting multiple services. Issue primarily affected mobile users.,Coordinated with multiple teams to restore services. Ensured mobile application stability.,Critical component failure in data center.,1.9740810260220096,0
2023-04-27 14:00:00,0,3.058129449391774,30,1,0,0,0,1,2,0,Minor performance issues detected. Issue primarily affected mobile users.,Rebooted affected servers and monitored performance. Ensured mobile application stability.,Routine maintenance caused minor disruptions.,1.0986122886681096,0
2023-05-15 05:00:00,2,3.0629312087647165,90,1,0,1,1,1,1,0,Service interruption due to unexpected load. Issue primarily affected desktop users.,Scaled up resources and mitigated load. Ensured desktop application stability.,Sudden spike in user activity overwhelmed the system.,1.410986973710262,0
2024-01-15 12:00:00,1,3.0655838361179,91,1,1,1,1,1,0,0,Minor performance issues detected. Issue primarily affected API endpoints.,Rebooted affected servers and monitored performance. Ensured API service stability.,Routine maintenance caused minor disruptions.,1.6094379124341005,0
2024-01-12 20:00:00,1,3.067184680020008,85,1,1,1,1,0,2,0,Service interruption due to unexpected load. Issue primarily affected mobile users.,Scaled up resources and mitigated load. Ensured mobile application stability.,Sudden spike in user activity overwhelmed the system.,1.9878743481543453,0
2023-10-30 10:00:00,1,3.0677023900630176,58,0,0,1,1,1,1,0,Service interruption due to unexpected load. Issue primarily affected desktop users.,Scaled up resources and mitigated load. Ensured desktop application stability.,Sudden spike in user activity overwhelmed the system.,1.62924053973028,0
2023-12-30 00:00:00,2,3.0714847384698847,124,1,1,1,0,0,2,1,Service interruption due to unexpected load. Issue primarily affected mobile users.,Scaled up resources and mitigated load. Ensured mobile application stability.,Sudden spike in user activity overwhelmed the system.,1.840549633397487,0
2024-02-13 20:00:00,0,3.0759668609817377,18,0,1,0,0,0,2,0,Service interruption due to unexpected load. Issue primarily affected mobile users.,Scaled up resources and mitigated load. Ensured mobile application stability.,Sudden spike in user activity overwhelmed the system.,1.3609765531356006,0
2023-04-16 11:00:00,1,3.0775622317807017,72,1,0,1,1,1,1,0,Minor performance issues detected. Issue primarily affected desktop users.,Rebooted affected servers and monitored performance. Ensured desktop application stability.,Routine maintenance caused minor disruptions.,1.9459101490553128,0
2023-10-08 14:00:00,3,3.082862767811717,211,1,0,1,0,0,1,1,Minor performance issues detected. Issue primarily affected desktop users.,Rebooted affected servers and monitored performance. Ensured desktop application stability.,Routine maintenance caused minor disruptions.,1.7578579175523736,0
2023-05-18 01:00:00,0,3.089078896164326,27,1,0,1,0,0,1,0,Service interruption due to unexpected load. Issue primarily affected desktop users.,Scaled up resources and mitigated load. Ensured desktop application stability.,Sudden spike in user activity overwhelmed the system.,1.2809338454620645,0
2023-11-05 18:00:00,1,3.0897809552907214,63,1,0,0,0,1,1,0,Significant downtime affecting multiple services. Issue primarily affected desktop users.,Coordinated with multiple teams to restore services. Ensured desktop application stability.,Critical component failure in data center.,1.88706964903238,0
2023-06-10 00:00:00,2,3.09229816127605,104,1,1,0,1,1,2,1,Significant downtime affecting multiple services. Issue primarily affected mobile users.,Coordinated with multiple teams to restore services. Ensured mobile application stability.,Critical component failure in data center.,1.2809338454620645,0
2023-04-08 12:00:00,1,3.093998539768573,95,1,1,1,1,1,1,0,Minor performance issues detected. Issue primarily affected desktop users.,Rebooted affected servers and monitored performance. Ensured desktop application stability.,Routine maintenance caused minor disruptions.,1.7404661748405044,0
2023-03-20 00:00:00,1,3.1082126792870373,76,1,1,1,1,1,2,0,Service interruption due to unexpected load. Issue primarily affected mobile users.,Scaled up resources and mitigated load. Ensured mobile application stability.,Sudden spike in user activity overwhelmed the system.,1.410986973710262,0
2023-03-08 05:00:00,1,3.1124055709383143,63,1,0,1,1,0,1,0,Minor performance issues detected. Issue primarily affected desktop users.,Rebooted affected servers and monitored performance. Ensured desktop application stability.,Routine maintenance caused minor disruptions.,1.4816045409242156,0
2023-07-26 14:00:00,2,3.117320609930096,64,1,0,0,0,0,2,0,Minor performance issues detected. Issue primarily affected mobile users.,Rebooted affected servers and monitored performance. Ensured mobile application stability.,Routine maintenance caused minor disruptions.,1.667706820558076,0
2023-03-29 00:00:00,1,3.118127573737349,66,0,1,0,1,1,2,0,Minor performance issues detected. Issue primarily affected mobile users.,Rebooted affected servers and monitored performance. Ensured mobile application stability.,Routine maintenance caused minor disruptions.,1.2809338454620645,0
2023-11-05 18:00:00,3,3.125989357024622,148,1,0,1,1,1,2,1,Significant downtime affecting multiple services. Issue primarily affected mobile users.,Coordinated with multiple teams to restore services. Ensured mobile application stability.,Critical component failure in data center.,1.308332819650179,0
2024-01-03 07:00:00,1,3.128584757847889,53,1,1,1,0,0,1,0,Minor performance issues detected. Issue primarily affected desktop users.,Rebooted affected servers and monitored performance. Ensured desktop application stability.,Routine maintenance caused minor disruptions.,1.8718021769015916,0
2023-03-03 00:00:00,3,3.134004878696109,197,1,1,0,1,1,1,1,Minor performance issues detected. Issue primarily affected desktop users.,Rebooted affected servers and monitored performance. Ensured desktop application stability.,Routine maintenance caused minor disruptions.,1.4816045409242156,0
2023-04-28 05:00:00,1,3.148042566947445,69,1,0,0,1,1,2,0,Significant downtime affecting multiple services. Issue primarily affected mobile users.,Coordinated with multiple teams to restore services. Ensured mobile application stability.,Critical component failure in data center.,1.9600947840472696,0
2023-08-20 10:00:00,1,3.1564813528174787,67,1,0,1,1,0,1,0,Minor performance issues detected. Issue primarily affected desktop users.,Rebooted affected servers and monitored performance. Ensured desktop application stability.,Routine maintenance caused minor disruptions.,1.547562508716013,0
2023-09-20 03:00:00,1,3.1575068896996563,95,1,1,1,1,1,2,0,Minor performance issues detected. Issue primarily affected mobile users.,Rebooted affected servers and monitored performance. Ensured mobile application stability.,Routine maintenance caused minor disruptions.,1.9878743481543453,0
2023-07-02 10:00:00,0,3.1618571311441337,32,1,0,1,0,0,2,0,Significant downtime affecting multiple services. Issue primarily affected mobile users.,Coordinated with multiple teams to restore services. Ensured mobile application stability.,Critical component failure in data center.,1.0647107369924282,0
2023-09-23 00:00:00,1,3.177541313732992,99,1,1,1,1,1,2,0,Minor performance issues detected. Issue primarily affected mobile users.,Rebooted affected servers and monitored performance. Ensured mobile application stability.,Routine maintenance caused minor disruptions.,1.308332819650179,0
2023-06-20 03:00:00,1,3.1776147992612227,95,1,1,1,1,1,2,0,Minor performance issues detected. Issue primarily affected mobile users.,Rebooted affected servers and monitored performance. Ensured mobile application stability.,Routine maintenance caused minor disruptions.,1.791759469228055,0
2023-09-14 03:00:00,0,3.1783402135187537,51,1,1,1,1,1,0,0,Service interruption due to unexpected load. Issue primarily affected API endpoints.,Scaled up resources and mitigated load. Ensured API service stability.,Sudden spike in user activity overwhelmed the system.,1.33500106673234,0
2023-10-12 14:00:00,1,3.183770756711051,75,1,0,1,1,0,2,0,Service interruption due to unexpected load. Issue primarily affected mobile users.,Scaled up resources and mitigated load. Ensured mobile application stability.,Sudden spike in user activity overwhelmed the system.,1.667706820558076,0
2023-06-25 00:00:00,1,3.1879446877247166,80,1,1,1,1,1,1,0,Service interruption due to unexpected load. Issue primarily affected desktop users.,Scaled up resources and mitigated load. Ensured desktop application stability.,Sudden spike in user activity overwhelmed the system.,1.9740810260220096,0
2023-12-27 00:00:00,1,3.1896570382647416,79,1,1,1,1,1,1,0,Significant downtime affecting multiple services. Issue primarily affected desktop users.,Coordinated with multiple teams to restore services. Ensured desktop application stability.,Critical component failure in data center.,1.6486586255873816,0
2023-09-05 13:00:00,2,3.191946287103069,106,1,0,1,1,1,1,1,Service interruption due to unexpected load. Issue primarily affected desktop users.,Scaled up resources and mitigated load. Ensured desktop application stability.,Sudden spike in user activity overwhelmed the system.,1.88706964903238,0
2023-10-26 14:00:00,0,3.194551440703992,34,1,0,1,1,0,2,0,Minor performance issues detected. Issue primarily affected mobile users.,Rebooted affected servers and monitored performance. Ensured mobile application stability.,Routine maintenance caused minor disruptions.,1.308332819650179,0
2023-03-03 07:00:00,2,3.2053142365412755,129,1,0,1,1,1,2,1,Service interruption due to unexpected load. Issue primarily affected mobile users.,Scaled up resources and mitigated load. Ensured mobile application stability.,Sudden spike in user activity overwhelmed the system.,2.0541237336955462,0
2023-12-26 17:00:00,1,3.2069759478246254,64,1,1,1,0,1,2,0,Service interruption due to unexpected load. Issue primarily affected mobile users.,Scaled up resources and mitigated load. Ensured mobile application stability.,Sudden spike in user activity overwhelmed the system.,1.2809338454620645,0
2023-03-03 08:00:00,3,3.209319480582671,198,1,1,0,1,1,1,1,Minor performance issues detected. Issue primarily affected desktop users.,Rebooted affected servers and monitored performance. Ensured desktop application stability.,Routine maintenance caused minor disruptions.,1.7578579175523736,0
2023-03-07 21:00:00,2,3.212588405086487,116,1,1,1,0,1,1,1,Minor performance issues detected. Issue primarily affected desktop users.,Rebooted affected servers and monitored performance. Ensured desktop application stability.,Routine maintenance caused minor disruptions.,2.079441541679836,0
2023-10-29 09:00:00,1,3.2153748994022164,84,1,1,1,1,1,0,0,Significant downtime affecting multiple services. Issue primarily affected API endpoints.,Coordinated with multiple teams to restore services. Ensured API service stability.,Critical component failure in data center.,1.88706964903238,0
2023-09-28 00:00:00,1,3.218522169299766,60,0,1,0,1,1,2,0,Minor performance issues detected. Issue primarily affected mobile users.,Rebooted affected servers and monitored performance. Ensured mobile application stability.,Routine maintenance caused minor disruptions.,1.5040773967762742,0
2023-07-03 04:00:00,2,3.218883860419537,98,1,0,1,1,0,2,0,Minor performance issues detected. Issue primarily affected mobile users.,Rebooted affected servers and monitored performance. Ensured mobile application stability.,Routine maintenance caused minor disruptions.,1.7047480922384253,0
2023-10-27 23:00:00,0,3.220896537183026,52,1,1,1,1,0,2,0,Service interruption due to unexpected load. Issue primarily affected mobile users.,Scaled up resources and mitigated load. Ensured mobile application stability.,Sudden spike in user activity overwhelmed the system.,1.1939224684724346,0
2023-12-21 02:00:00,2,3.223215733148873,125,1,1,1,1,1,2,1,Minor performance issues detected. Issue primarily affected mobile users.,Rebooted affected servers and monitored performance. Ensured mobile application stability.,Routine maintenance caused minor disruptions.,1.88706964903238,0
2023-06-18 12:00:00,0,3.2257957752322577,65,1,1,1,1,1,2,0,Minor performance issues detected. Issue primarily affected mobile users.,Rebooted affected servers and monitored performance. Ensured mobile application stability.,Routine maintenance caused minor disruptions.,1.589235205116581,0
2023-12-21 00:00:00,2,3.227739578839384,84,1,1,1,0,0,2,0,Major outage impacting all users. Issue primarily affected mobile users.,Executed disaster recovery protocols and restored service. Ensured mobile application stability.,Natural disaster led to prolonged service outage.,1.7578579175523736,0
2024-01-03 11:00:00,3,3.230503988533475,151,1,1,1,1,0,2,1,Significant downtime affecting multiple services. Issue primarily affected mobile users.,Coordinated with multiple teams to restore services. Ensured mobile application stability.,Critical component failure in data center.,1.589235205116581,0
2023-08-17 14:00:00,1,3.239005153425666,63,1,0,1,1,1,2,0,Minor performance issues detected. Issue primarily affected mobile users.,Rebooted affected servers and monitored performance. Ensured mobile application stability.,Routine maintenance caused minor disruptions.,1.667706820558076,0
2023-06-17 15:00:00,1,3.2400148172294534,74,1,0,1,0,1,2,0,Minor performance issues detected. Issue primarily affected mobile users.,Rebooted affected servers and monitored performance. Ensured mobile application stability.,Routine maintenance caused minor disruptions.,1.7227665977411035,0
2023-08-31 21:00:00,0,3.242057031583681,38,0,1,0,0,1,2,0,Minor performance issues detected. Issue primarily affected mobile users.,Rebooted affected servers and monitored performance. Ensured mobile application stability.,Routine maintenance caused minor disruptions.,1.4816045409242156,0
2023-04-11 18:00:00,1,3.245071253977037,56,1,0,0,0,1,1,0,Minor performance issues detected. Issue primarily affected desktop users.,Rebooted affected servers and monitored performance. Ensured desktop application stability.,Routine maintenance caused minor disruptions.,1.1631508098056809,0
